controller,scenario,seed,success,collision,steps,path_length,min_clearance,near_misses,overrides,adaptation_lag,mean_progress,action_disagreements,beneficial_disagreements,cell,stage,variant,scenario_group,seed_idx
fixed_policy,train_like,2026041300000,0,0,120,38.40000000000003,0.5342131268969601,0,0,120,0.0723912742310152,0,0,fixed,fixed,baseline,default,0
cfc_imitation_pure,train_like,2026041300000,0,1,11,3.5199999999999996,-0.1032693867704863,2,0,120,0.040732106324800815,10,5,cfc,imitation,pure,default,0
cfc_imitation_residual,train_like,2026041300000,1,0,41,13.120000000000001,0.2978604229177544,2,0,41,0.2624048986519598,19,17,cfc,imitation,residual,default,0
cfc_rl_finetune_pure,train_like,2026041300000,0,1,11,3.5199999999999996,-0.1032693867704863,2,0,120,0.040732106324800815,10,5,cfc,rl_finetune,pure,default,0
cfc_rl_finetune_residual,train_like,2026041300000,1,0,39,12.48000000000001,0.4800568693682811,0,0,39,0.27401701455882616,15,13,cfc,rl_finetune,residual,default,0
ltc_imitation_pure,train_like,2026041300000,0,1,20,6.400000000000001,-0.08491793549760074,7,0,120,0.2852135910359848,15,14,ltc,imitation,pure,default,0
ltc_imitation_residual,train_like,2026041300000,1,0,43,13.76,0.3056559517589638,2,0,43,0.2467008051721204,12,9,ltc,imitation,residual,default,0
ltc_rl_finetune_pure,train_like,2026041300000,0,1,20,6.400000000000001,-0.08491793549760074,7,0,120,0.2852135910359848,15,14,ltc,rl_finetune,pure,default,0
ltc_rl_finetune_residual,train_like,2026041300000,1,0,43,13.76,0.3056559517589638,2,0,43,0.2467008051721204,12,9,ltc,rl_finetune,residual,default,0
mlp_imitation_pure,train_like,2026041300000,0,1,8,2.5600000000000005,-0.23732089281150587,2,0,120,0.32000000000000006,8,8,mlp,imitation,pure,default,0
mlp_imitation_residual,train_like,2026041300000,1,0,44,14.079999999999998,0.3056559517589638,3,0,44,0.2450734607960385,15,12,mlp,imitation,residual,default,0
mlp_rl_finetune_pure,train_like,2026041300000,0,1,8,2.5600000000000005,-0.23732089281150587,2,0,120,0.32000000000000006,8,8,mlp,rl_finetune,pure,default,0
mlp_rl_finetune_residual,train_like,2026041300000,1,0,75,24.000000000000004,0.3056559517589638,2,0,75,0.1428667433473112,28,19,mlp,rl_finetune,residual,default,0
cfc_random_residual,train_like,2026041300000,0,0,120,38.40000000000002,0.22942704968430344,4,0,120,0.0179019197215311,18,14,cfc,random,residual,default,0
ltc_random_residual,train_like,2026041300000,1,0,42,13.440000000000001,0.3056559517589638,3,0,42,0.2579688809754018,8,6,ltc,random,residual,default,0
fixed_policy,train_like,2026041300113,1,0,67,21.440000000000012,0.4063990847695295,0,0,67,0.15568235951701728,0,0,fixed,fixed,baseline,default,0
cfc_imitation_pure,train_like,2026041300113,0,1,12,3.8399999999999994,-0.20775502249530714,3,0,120,0.010902931209481123,11,6,cfc,imitation,pure,default,0
cfc_imitation_residual,train_like,2026041300113,1,0,60,19.200000000000006,0.4815628663958968,0,0,60,0.17459597167541516,33,29,cfc,imitation,residual,default,0
cfc_rl_finetune_pure,train_like,2026041300113,0,1,12,3.8399999999999994,-0.20775502249530714,3,0,120,0.010902931209481123,11,6,cfc,rl_finetune,pure,default,0
cfc_rl_finetune_residual,train_like,2026041300113,1,0,118,37.760000000000026,0.2701272806277381,2,0,118,0.08861357841128376,70,62,cfc,rl_finetune,residual,default,0
ltc_imitation_pure,train_like,2026041300113,0,1,8,2.56,-0.0003409336943627772,2,0,120,0.2997047063176508,7,7,ltc,imitation,pure,default,0
ltc_imitation_residual,train_like,2026041300113,1,0,62,19.84000000000001,0.4063990847695295,0,0,62,0.17115816933920705,17,14,ltc,imitation,residual,default,0
ltc_rl_finetune_pure,train_like,2026041300113,0,1,8,2.56,-0.0003409336943627772,2,0,120,0.2997047063176508,7,7,ltc,rl_finetune,pure,default,0
ltc_rl_finetune_residual,train_like,2026041300113,0,0,120,38.40000000000003,0.4063990847695295,0,0,120,0.04502973899217759,39,29,ltc,rl_finetune,residual,default,0
mlp_imitation_pure,train_like,2026041300113,0,1,7,2.24,-0.07054311013717968,2,0,120,0.3199999999999998,7,7,mlp,imitation,pure,default,0
mlp_imitation_residual,train_like,2026041300113,1,0,39,12.480000000000006,0.4063990847695295,0,0,39,0.2716481239693515,8,7,mlp,imitation,residual,default,0
mlp_rl_finetune_pure,train_like,2026041300113,0,1,7,2.24,-0.07054311013717968,2,0,120,0.3199999999999998,7,7,mlp,rl_finetune,pure,default,0
mlp_rl_finetune_residual,train_like,2026041300113,1,0,67,21.440000000000012,0.4897445746657429,0,0,67,0.15543298487468474,13,6,mlp,rl_finetune,residual,default,0
cfc_random_residual,train_like,2026041300113,1,0,92,29.44000000000001,0.429860399414744,0,0,92,0.11546819460238172,10,6,cfc,random,residual,default,0
ltc_random_residual,train_like,2026041300113,1,0,101,32.32000000000002,0.30553093599240494,1,0,101,0.1042473068574801,19,17,ltc,random,residual,default,0
fixed_policy,train_like,2026041300226,0,0,120,38.40000000000003,0.18061210951442397,8,0,120,0.0472189586576385,0,0,fixed,fixed,baseline,default,0
cfc_imitation_pure,train_like,2026041300226,0,1,11,3.52,-0.06526410487363443,2,0,120,0.04064598833232838,9,5,cfc,imitation,pure,default,0
cfc_imitation_residual,train_like,2026041300226,1,0,55,17.60000000000001,0.5643357182684625,0,0,55,0.19424749629496887,25,19,cfc,imitation,residual,default,0
cfc_rl_finetune_pure,train_like,2026041300226,0,1,11,3.52,-0.06526410487363443,2,0,120,0.04064598833232838,9,5,cfc,rl_finetune,pure,default,0
cfc_rl_finetune_residual,train_like,2026041300226,1,0,55,17.60000000000001,0.5643357182684625,0,0,55,0.19369555652928802,23,17,cfc,rl_finetune,residual,default,0
ltc_imitation_pure,train_like,2026041300226,0,1,20,6.4,-0.1407223250767215,7,0,120,0.28500795952414093,13,13,ltc,imitation,pure,default,0
ltc_imitation_residual,train_like,2026041300226,0,0,120,38.40000000000003,0.27200568403313213,3,0,120,0.042438430102996666,40,36,ltc,imitation,residual,default,0
ltc_rl_finetune_pure,train_like,2026041300226,0,1,20,6.4,-0.1407223250767215,7,0,120,0.28500795952414093,13,13,ltc,rl_finetune,pure,default,0
ltc_rl_finetune_residual,train_like,2026041300226,0,0,120,38.40000000000003,0.27200568403313213,3,0,120,0.042438430102996666,40,36,ltc,rl_finetune,residual,default,0
mlp_imitation_pure,train_like,2026041300226,0,1,8,2.5599999999999996,-0.2904398231213637,3,0,120,0.32000000000000006,8,8,mlp,imitation,pure,default,0
mlp_imitation_residual,train_like,2026041300226,1,0,100,32.00000000000002,0.27200568403313213,3,0,100,0.10781170348159996,34,27,mlp,imitation,residual,default,0
mlp_rl_finetune_pure,train_like,2026041300226,0,1,8,2.5599999999999996,-0.2904398231213637,3,0,120,0.32000000000000006,8,8,mlp,rl_finetune,pure,default,0
mlp_rl_finetune_residual,train_like,2026041300226,0,0,120,38.400000000000034,0.27200568403313213,3,0,120,0.035976796726316394,34,28,mlp,rl_finetune,residual,default,0
cfc_random_residual,train_like,2026041300226,1,0,101,32.32000000000002,0.21174232740266624,4,0,101,0.10576481063288351,12,11,cfc,random,residual,default,0
ltc_random_residual,train_like,2026041300226,1,0,108,34.560000000000024,0.24231711901174036,4,0,108,0.09751315396031483,14,14,ltc,random,residual,default,0
fixed_policy,train_like,2026041300339,1,0,41,13.120000000000006,0.2246090033634982,4,0,41,0.2590268858818022,0,0,fixed,fixed,baseline,default,0
cfc_imitation_pure,train_like,2026041300339,0,1,11,3.5200000000000005,-0.1477312672928574,2,0,120,0.04082409570458074,10,5,cfc,imitation,pure,default,0
cfc_imitation_residual,train_like,2026041300339,1,0,49,15.680000000000007,0.2752092111737842,1,0,49,0.22073038053128874,30,25,cfc,imitation,residual,default,0
cfc_rl_finetune_pure,train_like,2026041300339,0,1,11,3.5200000000000005,-0.1477312672928574,2,0,120,0.04082409570458074,10,5,cfc,rl_finetune,pure,default,0
cfc_rl_finetune_residual,train_like,2026041300339,1,0,51,16.320000000000004,0.2752092111737842,1,0,51,0.214086938368545,32,26,cfc,rl_finetune,residual,default,0
ltc_imitation_pure,train_like,2026041300339,0,1,20,6.399999999999997,-0.02607276113510293,7,0,120,0.2854309898857594,14,13,ltc,imitation,pure,default,0
ltc_imitation_residual,train_like,2026041300339,1,0,99,31.68000000000002,0.3434809287296318,2,0,99,0.10794869493758995,30,21,ltc,imitation,residual,default,0
ltc_rl_finetune_pure,train_like,2026041300339,0,1,20,6.399999999999997,-0.02607276113510293,7,0,120,0.2854309898857594,14,13,ltc,rl_finetune,pure,default,0
ltc_rl_finetune_residual,train_like,2026041300339,1,0,83,26.560000000000016,0.3474497862839145,1,0,83,0.13122682176920314,24,17,ltc,rl_finetune,residual,default,0
mlp_imitation_pure,train_like,2026041300339,0,1,8,2.5599999999999996,-0.18080927143006537,2,0,120,0.32000000000000006,8,8,mlp,imitation,pure,default,0
mlp_imitation_residual,train_like,2026041300339,1,0,50,16.000000000000007,0.3474497862839145,1,0,50,0.21466425547572673,14,13,mlp,imitation,residual,default,0
mlp_rl_finetune_pure,train_like,2026041300339,0,1,8,2.5599999999999996,-0.18080927143006537,2,0,120,0.32000000000000006,8,8,mlp,rl_finetune,pure,default,0
mlp_rl_finetune_residual,train_like,2026041300339,1,0,50,16.000000000000007,0.3474497862839145,1,0,50,0.21466425547572673,14,13,mlp,rl_finetune,residual,default,0
cfc_random_residual,train_like,2026041300339,1,0,49,15.680000000000001,0.5590956317272462,0,0,49,0.2185018066132713,2,0,cfc,random,residual,default,0
ltc_random_residual,train_like,2026041300339,1,0,119,38.08000000000003,0.5926230482915049,0,0,119,0.09065680337469043,32,29,ltc,random,residual,default,0
fixed_policy,train_like,2026041300452,1,0,48,15.36000000000001,0.3706003628456744,0,0,48,0.22021754084511924,0,0,fixed,fixed,baseline,default,0
cfc_imitation_pure,train_like,2026041300452,0,1,11,3.52,-0.06656725579617029,2,0,120,0.04053345259747474,8,5,cfc,imitation,pure,default,0
cfc_imitation_residual,train_like,2026041300452,1,0,48,15.360000000000007,0.5529497025746271,0,0,48,0.21850360369209085,28,23,cfc,imitation,residual,default,0
cfc_rl_finetune_pure,train_like,2026041300452,0,1,11,3.52,-0.06656725579617029,2,0,120,0.04053345259747474,8,5,cfc,rl_finetune,pure,default,0
cfc_rl_finetune_residual,train_like,2026041300452,1,0,47,15.040000000000008,0.5529497025746271,0,0,47,0.2224008082574555,26,21,cfc,rl_finetune,residual,default,0
ltc_imitation_pure,train_like,2026041300452,0,1,20,6.400000000000002,-0.23952556698848226,6,0,120,0.2847361305899012,15,14,ltc,imitation,pure,default,0
ltc_imitation_residual,train_like,2026041300452,1,0,95,30.40000000000001,0.3886959785856225,0,0,95,0.11101484783750178,33,26,ltc,imitation,residual,default,0
ltc_rl_finetune_pure,train_like,2026041300452,0,1,20,6.400000000000002,-0.23952556698848226,6,0,120,0.2847361305899012,15,14,ltc,rl_finetune,pure,default,0
ltc_rl_finetune_residual,train_like,2026041300452,1,0,95,30.40000000000001,0.3886959785856225,0,0,95,0.11101484783750178,33,26,ltc,rl_finetune,residual,default,0
mlp_imitation_pure,train_like,2026041300452,0,1,7,2.24,-0.07437851631680464,2,0,120,0.32,7,7,mlp,imitation,pure,default,0
mlp_imitation_residual,train_like,2026041300452,1,0,42,13.439999999999996,0.3886959785856225,0,0,42,0.2501310831101251,13,11,mlp,imitation,residual,default,0
mlp_rl_finetune_pure,train_like,2026041300452,0,1,7,2.24,-0.07437851631680464,2,0,120,0.32,7,7,mlp,rl_finetune,pure,default,0
mlp_rl_finetune_residual,train_like,2026041300452,1,0,42,13.439999999999996,0.3886959785856225,0,0,42,0.2501310831101251,13,11,mlp,rl_finetune,residual,default,0
cfc_random_residual,train_like,2026041300452,0,0,120,38.40000000000003,0.2389708868652901,2,0,120,0.07605366891530248,9,9,cfc,random,residual,default,0
ltc_random_residual,train_like,2026041300452,1,0,49,15.679999999999998,0.25799625248330976,1,0,49,0.2188649663657973,10,9,ltc,random,residual,default,0
fixed_policy,train_like,2026041300565,0,0,120,38.40000000000003,0.1525148835924356,5,0,120,0.07737696160686136,0,0,fixed,fixed,baseline,default,0
cfc_imitation_pure,train_like,2026041300565,0,1,11,3.5199999999999996,-0.06679158925796985,2,0,120,0.04053323008638268,10,7,cfc,imitation,pure,default,0
cfc_imitation_residual,train_like,2026041300565,1,0,40,12.800000000000006,0.32297819923635623,2,0,40,0.26089815432442215,23,21,cfc,imitation,residual,default,0
cfc_rl_finetune_pure,train_like,2026041300565,0,1,11,3.5199999999999996,-0.06679158925796985,2,0,120,0.04053323008638268,10,7,cfc,rl_finetune,pure,default,0
cfc_rl_finetune_residual,train_like,2026041300565,1,0,41,13.120000000000006,0.32297819923635623,2,0,41,0.25676664466876914,23,20,cfc,rl_finetune,residual,default,0
ltc_imitation_pure,train_like,2026041300565,0,1,20,6.400000000000002,-0.23983383978590328,6,0,120,0.28473558958350126,15,15,ltc,imitation,pure,default,0
ltc_imitation_residual,train_like,2026041300565,1,0,48,15.360000000000003,0.19141843350040988,3,0,48,0.21848192378832798,18,15,ltc,imitation,residual,default,0
ltc_rl_finetune_pure,train_like,2026041300565,0,1,20,6.400000000000002,-0.23983383978590328,6,0,120,0.28473558958350126,15,15,ltc,rl_finetune,pure,default,0
ltc_rl_finetune_residual,train_like,2026041300565,1,0,48,15.360000000000003,0.19141843350040988,3,0,48,0.21848192378832798,18,15,ltc,rl_finetune,residual,default,0
mlp_imitation_pure,train_like,2026041300565,0,1,7,2.24,-0.07459947002746387,2,0,120,0.32,7,7,mlp,imitation,pure,default,0
mlp_imitation_residual,train_like,2026041300565,1,0,47,15.040000000000008,0.38900203153933094,0,0,47,0.22214174571236608,16,14,mlp,imitation,residual,default,0
mlp_rl_finetune_pure,train_like,2026041300565,0,1,7,2.24,-0.07459947002746387,2,0,120,0.32,7,7,mlp,rl_finetune,pure,default,0
mlp_rl_finetune_residual,train_like,2026041300565,1,0,42,13.440000000000008,0.38900203153933094,0,0,42,0.25393384116245177,12,10,mlp,rl_finetune,residual,default,0
cfc_random_residual,train_like,2026041300565,1,0,55,17.600000000000012,0.3908789880033778,0,0,55,0.1922863684947074,1,1,cfc,random,residual,default,0
ltc_random_residual,train_like,2026041300565,1,0,46,14.720000000000004,0.3709817395095442,0,0,46,0.2269849969071827,9,9,ltc,random,residual,default,0
fixed_policy,train_like,2026041300678,0,0,120,38.40000000000003,0.5145692047422912,0,0,120,0.08136636948683301,0,0,fixed,fixed,baseline,default,0
cfc_imitation_pure,train_like,2026041300678,0,1,11,3.52,-0.04136067340824784,2,0,120,0.04068443088889285,10,7,cfc,imitation,pure,default,0
cfc_imitation_residual,train_like,2026041300678,1,0,41,13.119999999999997,0.3659786101616313,0,0,41,0.2631133289089738,23,21,cfc,imitation,residual,default,0
cfc_rl_finetune_pure,train_like,2026041300678,0,1,11,3.52,-0.04136067340824784,2,0,120,0.04068443088889285,10,7,cfc,rl_finetune,pure,default,0
cfc_rl_finetune_residual,train_like,2026041300678,1,0,41,13.119999999999997,0.3659786101616313,0,0,41,0.2631133289089738,23,21,cfc,rl_finetune,residual,default,0
ltc_imitation_pure,train_like,2026041300678,0,1,9,2.880000000000001,-0.03049821184971907,3,0,120,0.29901226437358236,8,8,ltc,imitation,pure,default,0
ltc_imitation_residual,train_like,2026041300678,1,0,40,12.800000000000004,0.40909010619581004,0,0,40,0.26557994615174696,7,5,ltc,imitation,residual,default,0
ltc_rl_finetune_pure,train_like,2026041300678,0,1,9,2.880000000000001,-0.03049821184971907,3,0,120,0.29901226437358236,8,8,ltc,rl_finetune,pure,default,0
ltc_rl_finetune_residual,train_like,2026041300678,1,0,40,12.800000000000004,0.40909010619581004,0,0,40,0.26557994615174696,7,5,ltc,rl_finetune,residual,default,0
mlp_imitation_pure,train_like,2026041300678,0,1,8,2.56,-0.24159734102760494,2,0,120,0.31999999999999984,8,8,mlp,imitation,pure,default,0
mlp_imitation_residual,train_like,2026041300678,1,0,40,12.800000000000006,0.40909010619581004,0,0,40,0.2668976944421873,4,4,mlp,imitation,residual,default,0
mlp_rl_finetune_pure,train_like,2026041300678,0,1,8,2.56,-0.24159734102760494,2,0,120,0.31999999999999984,8,8,mlp,rl_finetune,pure,default,0
mlp_rl_finetune_residual,train_like,2026041300678,1,0,40,12.800000000000006,0.40909010619581004,0,0,40,0.2668976944421873,4,4,mlp,rl_finetune,residual,default,0
cfc_random_residual,train_like,2026041300678,1,0,48,15.360000000000007,0.5145692047422912,0,0,48,0.21964150322355716,5,3,cfc,random,residual,default,0
ltc_random_residual,train_like,2026041300678,0,0,120,38.40000000000003,0.5145692047422912,0,0,120,0.04617187640863428,17,11,ltc,random,residual,default,0
fixed_policy,train_like,2026041300791,1,0,66,21.12000000000001,0.3028769537822115,2,0,66,0.1588640321337638,0,0,fixed,fixed,baseline,default,0
cfc_imitation_pure,train_like,2026041300791,0,1,11,3.5200000000000005,-0.046608273768723285,2,0,120,0.04060410539918296,9,5,cfc,imitation,pure,default,0
cfc_imitation_residual,train_like,2026041300791,1,0,40,12.800000000000004,0.3797982879911234,0,0,40,0.262830017490503,22,19,cfc,imitation,residual,default,0
cfc_rl_finetune_pure,train_like,2026041300791,0,1,11,3.5200000000000005,-0.046608273768723285,2,0,120,0.04060410539918296,9,5,cfc,rl_finetune,pure,default,0
cfc_rl_finetune_residual,train_like,2026041300791,1,0,43,13.76,0.25016623723894404,3,0,43,0.2478364240217397,21,19,cfc,rl_finetune,residual,default,0
ltc_imitation_pure,train_like,2026041300791,0,1,20,6.400000000000001,-0.16735934655351992,7,0,120,0.2849072069689981,14,14,ltc,imitation,pure,default,0
ltc_imitation_residual,train_like,2026041300791,1,0,43,13.76,0.35499825504362476,0,0,43,0.24658898805902837,10,9,ltc,imitation,residual,default,0
ltc_rl_finetune_pure,train_like,2026041300791,0,1,20,6.400000000000001,-0.16735934655351992,7,0,120,0.2849072069689981,14,14,ltc,rl_finetune,pure,default,0
ltc_rl_finetune_residual,train_like,2026041300791,1,0,43,13.76,0.35499825504362476,0,0,43,0.24658898805902837,10,9,ltc,rl_finetune,residual,default,0
mlp_imitation_pure,train_like,2026041300791,0,1,7,2.2399999999999998,-0.013524485625349858,2,0,120,0.32,7,7,mlp,imitation,pure,default,0
mlp_imitation_residual,train_like,2026041300791,1,0,95,30.400000000000016,0.35499825504362476,0,0,95,0.11059527686048207,26,20,mlp,imitation,residual,default,0
mlp_rl_finetune_pure,train_like,2026041300791,0,1,7,2.2399999999999998,-0.013524485625349858,2,0,120,0.32,7,7,mlp,rl_finetune,pure,default,0
mlp_rl_finetune_residual,train_like,2026041300791,0,0,120,38.40000000000002,0.35499825504362476,0,0,120,0.06131586355806076,40,34,mlp,rl_finetune,residual,default,0
cfc_random_residual,train_like,2026041300791,1,0,41,13.120000000000008,0.3028769537822115,2,0,41,0.2583908289292318,1,1,cfc,random,residual,default,0
ltc_random_residual,train_like,2026041300791,1,0,41,13.120000000000003,0.33959140620889355,1,0,41,0.2632540284143764,6,6,ltc,random,residual,default,0
fixed_policy,shifted_clutter,2026041300001,1,0,54,17.28,0.4658658561040338,0,0,54,0.1965601830621272,0,0,fixed,fixed,baseline,default,0
cfc_imitation_pure,shifted_clutter,2026041300001,0,1,11,3.5199999999999996,-0.18000852073171497,2,0,120,0.04074558920499382,8,4,cfc,imitation,pure,default,0
cfc_imitation_residual,shifted_clutter,2026041300001,1,0,41,13.119999999999996,0.17194544903461179,3,0,41,0.25780325218395356,20,19,cfc,imitation,residual,default,0
cfc_rl_finetune_pure,shifted_clutter,2026041300001,0,1,11,3.5199999999999996,-0.18000852073171497,2,0,120,0.04074558920499382,8,4,cfc,rl_finetune,pure,default,0
cfc_rl_finetune_residual,shifted_clutter,2026041300001,1,0,41,13.119999999999996,0.17194544903461179,3,0,41,0.25780325218395356,20,19,cfc,rl_finetune,residual,default,0
ltc_imitation_pure,shifted_clutter,2026041300001,0,1,17,5.440000000000002,-0.11599791621421224,2,0,120,0.2903974951549102,15,14,ltc,imitation,pure,default,0
ltc_imitation_residual,shifted_clutter,2026041300001,1,0,44,14.08000000000001,0.5469403441183209,0,0,44,0.24139221816888642,12,10,ltc,imitation,residual,default,0
ltc_rl_finetune_pure,shifted_clutter,2026041300001,0,1,17,5.440000000000002,-0.11599791621421224,2,0,120,0.2903974951549102,15,14,ltc,rl_finetune,pure,default,0
ltc_rl_finetune_residual,shifted_clutter,2026041300001,1,0,44,14.08000000000001,0.5469403441183209,0,0,44,0.24139221816888642,12,10,ltc,rl_finetune,residual,default,0
mlp_imitation_pure,shifted_clutter,2026041300001,0,1,7,2.2399999999999998,-0.17065889492689273,3,0,120,0.3199999999999998,7,7,mlp,imitation,pure,default,0
mlp_imitation_residual,shifted_clutter,2026041300001,1,0,42,13.44000000000001,0.2894423181175068,2,0,42,0.25584155333898345,10,9,mlp,imitation,residual,default,0
mlp_rl_finetune_pure,shifted_clutter,2026041300001,0,1,7,2.2399999999999998,-0.17065889492689273,3,0,120,0.3199999999999998,7,7,mlp,rl_finetune,pure,default,0
mlp_rl_finetune_residual,shifted_clutter,2026041300001,1,0,42,13.44000000000001,0.2894423181175068,2,0,42,0.25584155333898345,10,9,mlp,rl_finetune,residual,default,0
cfc_random_residual,shifted_clutter,2026041300001,1,0,52,16.640000000000004,0.4658658561040338,0,0,52,0.20403269386208092,2,2,cfc,random,residual,default,0
ltc_random_residual,shifted_clutter,2026041300001,1,0,51,16.320000000000007,0.32610691761200056,2,0,51,0.21069384173603978,7,4,ltc,random,residual,default,0
fixed_policy,shifted_clutter,2026041300114,0,0,120,38.40000000000003,0.3992043389493804,0,0,120,0.030133555431297677,0,0,fixed,fixed,baseline,default,0
cfc_imitation_pure,shifted_clutter,2026041300114,0,1,11,3.52,-0.1642536521441052,2,0,120,0.04076316897947375,10,6,cfc,imitation,pure,default,0
cfc_imitation_residual,shifted_clutter,2026041300114,1,0,41,13.120000000000008,0.22125485690903718,2,0,41,0.2646464870869466,24,24,cfc,imitation,residual,default,0
cfc_rl_finetune_pure,shifted_clutter,2026041300114,0,1,11,3.52,-0.1642536521441052,2,0,120,0.04076316897947375,10,6,cfc,rl_finetune,pure,default,0
cfc_rl_finetune_residual,shifted_clutter,2026041300114,1,0,42,13.440000000000005,0.16972065780791595,3,0,42,0.2571853925740282,20,17,cfc,rl_finetune,residual,default,0
ltc_imitation_pure,shifted_clutter,2026041300114,0,1,17,5.44,-0.08648372189262393,2,0,120,0.2904240773311363,15,15,ltc,imitation,pure,default,0
ltc_imitation_residual,shifted_clutter,2026041300114,1,0,43,13.76,0.6664202897240812,0,0,43,0.25187138557394595,7,6,ltc,imitation,residual,default,0
ltc_rl_finetune_pure,shifted_clutter,2026041300114,0,1,17,5.44,-0.08648372189262393,2,0,120,0.2904240773311363,15,15,ltc,rl_finetune,pure,default,0
ltc_rl_finetune_residual,shifted_clutter,2026041300114,1,0,43,13.760000000000002,0.66806674663935,0,0,43,0.24861540017368353,9,8,ltc,rl_finetune,residual,default,0
mlp_imitation_pure,shifted_clutter,2026041300114,0,1,7,2.2399999999999998,-0.1914904051159872,3,0,120,0.32,7,7,mlp,imitation,pure,default,0
mlp_imitation_residual,shifted_clutter,2026041300114,1,0,43,13.759999999999998,0.6664202897240812,0,0,43,0.2492116420785361,8,7,mlp,imitation,residual,default,0
mlp_rl_finetune_pure,shifted_clutter,2026041300114,0,1,7,2.2399999999999998,-0.1914904051159872,3,0,120,0.32,7,7,mlp,rl_finetune,pure,default,0
mlp_rl_finetune_residual,shifted_clutter,2026041300114,1,0,42,13.440000000000003,0.66806674663935,0,0,42,0.2551891694755688,13,9,mlp,rl_finetune,residual,default,0
cfc_random_residual,shifted_clutter,2026041300114,0,0,120,38.40000000000003,0.3186330656304953,3,0,120,0.0741272440355077,10,9,cfc,random,residual,default,0
ltc_random_residual,shifted_clutter,2026041300114,1,0,43,13.760000000000003,0.5368314730757477,0,0,43,0.24642551986507044,7,7,ltc,random,residual,default,0
fixed_policy,shifted_clutter,2026041300227,1,0,44,14.080000000000005,0.49464644160734567,0,0,44,0.23901268291358077,0,0,fixed,fixed,baseline,default,0
cfc_imitation_pure,shifted_clutter,2026041300227,0,1,11,3.52,-0.03459470639141404,2,0,120,0.04057171530881751,8,4,cfc,imitation,pure,default,0
cfc_imitation_residual,shifted_clutter,2026041300227,1,0,43,13.760000000000002,0.31789872322724383,2,0,43,0.24610069404763416,20,19,cfc,imitation,residual,default,0
cfc_rl_finetune_pure,shifted_clutter,2026041300227,0,1,11,3.52,-0.03459470639141404,2,0,120,0.04057171530881751,8,4,cfc,rl_finetune,pure,default,0
cfc_rl_finetune_residual,shifted_clutter,2026041300227,1,0,42,13.439999999999998,0.31789872322724383,2,0,42,0.25495682730085834,20,18,cfc,rl_finetune,residual,default,0
ltc_imitation_pure,shifted_clutter,2026041300227,0,1,17,5.439999999999997,-0.13909616942879904,2,0,120,0.2901323263239176,14,14,ltc,imitation,pure,default,0
ltc_imitation_residual,shifted_clutter,2026041300227,1,0,48,15.360000000000005,0.5719583286521435,0,0,48,0.22103718094810043,10,7,ltc,imitation,residual,default,0
ltc_rl_finetune_pure,shifted_clutter,2026041300227,0,1,17,5.439999999999997,-0.13909616942879904,2,0,120,0.2901323263239176,14,14,ltc,rl_finetune,pure,default,0
ltc_rl_finetune_residual,shifted_clutter,2026041300227,1,0,48,15.360000000000005,0.5719583286521435,0,0,48,0.22103718094810043,10,7,ltc,rl_finetune,residual,default,0
mlp_imitation_pure,shifted_clutter,2026041300227,0,1,6,1.9199999999999993,-0.087189803506239,2,0,120,0.3199999999999997,6,6,mlp,imitation,pure,default,0
mlp_imitation_residual,shifted_clutter,2026041300227,1,0,72,23.04000000000001,0.5719583286521435,0,0,72,0.1471053486844881,16,12,mlp,imitation,residual,default,0
mlp_rl_finetune_pure,shifted_clutter,2026041300227,0,1,6,1.9199999999999993,-0.087189803506239,2,0,120,0.3199999999999997,6,6,mlp,rl_finetune,pure,default,0
mlp_rl_finetune_residual,shifted_clutter,2026041300227,1,0,45,14.399999999999999,0.7075682357455217,0,0,45,0.23368237257286997,13,11,mlp,rl_finetune,residual,default,0
cfc_random_residual,shifted_clutter,2026041300227,1,0,69,22.080000000000005,0.4896049633405925,0,0,69,0.15227208580935764,5,5,cfc,random,residual,default,0
ltc_random_residual,shifted_clutter,2026041300227,0,0,120,38.40000000000003,0.06716060489998166,3,0,120,0.08179303675261543,15,10,ltc,random,residual,default,0
fixed_policy,shifted_clutter,2026041300340,1,0,60,19.200000000000006,0.4057770439799459,0,0,60,0.17604223823702989,0,0,fixed,fixed,baseline,default,0
cfc_imitation_pure,shifted_clutter,2026041300340,0,1,11,3.5199999999999996,-0.12190168799635465,2,0,120,0.04067042467400564,8,4,cfc,imitation,pure,default,0
cfc_imitation_residual,shifted_clutter,2026041300340,1,0,41,13.120000000000006,0.13633048372243345,3,0,41,0.25949228361461335,29,27,cfc,imitation,residual,default,0
cfc_rl_finetune_pure,shifted_clutter,2026041300340,0,1,11,3.5199999999999996,-0.12190168799635465,2,0,120,0.04067042467400564,8,4,cfc,rl_finetune,pure,default,0
cfc_rl_finetune_residual,shifted_clutter,2026041300340,1,0,41,13.120000000000006,0.13633048372243345,3,0,41,0.25949228361461335,29,27,cfc,rl_finetune,residual,default,0
ltc_imitation_pure,shifted_clutter,2026041300340,0,1,17,5.439999999999996,-0.13323085336753243,2,0,120,0.2902833691478213,15,14,ltc,imitation,pure,default,0
ltc_imitation_residual,shifted_clutter,2026041300340,1,0,42,13.440000000000005,0.6318566105487475,0,0,42,0.2517095900902697,10,6,ltc,imitation,residual,default,0
