controller,scenario,seed,success,collision,steps,path_length,min_clearance,near_misses,overrides,adaptation_lag,mean_progress,action_disagreements,beneficial_disagreements,cell,stage,variant,scenario_group,seed_idx
cfc_rl_finetune_residual,labyrinth_maze,2026341300121,0,1,46,14.720000000000002,-0.018402989159107153,5,0,120,0.1247156728470912,7,6,cfc,rl_finetune,residual,hard,3
ltc_imitation_pure,labyrinth_maze,2026341300121,0,1,4,1.2799999999999998,-0.24262004606784757,2,0,120,0.2268192323983298,4,1,ltc,imitation,pure,hard,3
ltc_imitation_residual,labyrinth_maze,2026341300121,1,0,50,16.0,0.04566826329286372,13,0,50,0.2127591001529167,11,9,ltc,imitation,residual,hard,3
ltc_rl_finetune_pure,labyrinth_maze,2026341300121,0,1,4,1.2799999999999998,-0.27637226809578647,2,0,120,0.2036649585828707,4,1,ltc,rl_finetune,pure,hard,3
ltc_rl_finetune_residual,labyrinth_maze,2026341300121,0,1,39,12.479999999999997,-0.2094099952211138,6,0,120,0.20553443351493414,6,5,ltc,rl_finetune,residual,hard,3
mlp_imitation_pure,labyrinth_maze,2026341300121,0,1,27,8.640000000000002,-0.12049970019726963,17,0,120,0.08741060333872662,25,19,mlp,imitation,pure,hard,3
mlp_imitation_residual,labyrinth_maze,2026341300121,1,0,47,15.040000000000003,0.07176629471634904,13,0,47,0.22789249686012983,14,12,mlp,imitation,residual,hard,3
mlp_rl_finetune_pure,labyrinth_maze,2026341300121,0,1,5,1.5999999999999999,-0.16307301270875652,3,0,120,0.31999999999999995,5,5,mlp,rl_finetune,pure,hard,3
mlp_rl_finetune_residual,labyrinth_maze,2026341300121,1,0,47,15.040000000000003,0.18397533138408279,14,0,47,0.2250520211604831,14,13,mlp,rl_finetune,residual,hard,3
cfc_random_residual,labyrinth_maze,2026341300121,0,1,37,11.84,-0.20838614509900277,10,0,120,0.16777106294340288,2,2,cfc,random,residual,hard,3
ltc_random_residual,labyrinth_maze,2026341300121,0,1,39,12.480000000000002,-0.009804656134351608,6,0,120,0.20501510904600367,7,6,ltc,random,residual,hard,3
fixed_policy,labyrinth_maze,2026341300234,0,1,48,15.360000000000005,-0.058419204086632426,12,0,120,0.12601759830943887,0,0,fixed,fixed,baseline,hard,3
cfc_imitation_pure,labyrinth_maze,2026341300234,0,1,8,2.560000000000001,-0.23036567093764002,2,0,120,0.24098419375109503,5,3,cfc,imitation,pure,hard,3
cfc_imitation_residual,labyrinth_maze,2026341300234,0,1,40,12.799999999999999,-0.025920881527175033,10,0,120,0.15084310185316258,6,6,cfc,imitation,residual,hard,3
cfc_rl_finetune_pure,labyrinth_maze,2026341300234,0,1,8,2.560000000000001,-0.23036567093764002,2,0,120,0.24098419375109503,5,3,cfc,rl_finetune,pure,hard,3
cfc_rl_finetune_residual,labyrinth_maze,2026341300234,1,0,48,15.360000000000001,0.1347559723254414,16,0,48,0.2255941542347527,3,2,cfc,rl_finetune,residual,hard,3
ltc_imitation_pure,labyrinth_maze,2026341300234,0,1,4,1.28,-0.20371361067595356,2,0,120,0.22683287383129347,4,3,ltc,imitation,pure,hard,3
ltc_imitation_residual,labyrinth_maze,2026341300234,0,1,48,15.360000000000005,-0.045161618600914055,10,0,120,0.12526836416255954,6,6,ltc,imitation,residual,hard,3
ltc_rl_finetune_pure,labyrinth_maze,2026341300234,0,1,4,1.2799999999999998,-0.23128219286282756,2,0,120,0.20367991141261044,4,3,ltc,rl_finetune,pure,hard,3
ltc_rl_finetune_residual,labyrinth_maze,2026341300234,0,1,48,15.360000000000005,-0.045161618600914055,10,0,120,0.12526836416255954,6,6,ltc,rl_finetune,residual,hard,3
mlp_imitation_pure,labyrinth_maze,2026341300234,0,1,19,6.079999999999996,-0.0005903061711736712,9,0,120,0.20656599638517423,15,15,mlp,imitation,pure,hard,3
mlp_imitation_residual,labyrinth_maze,2026341300234,1,0,48,15.360000000000007,0.12682778953609425,8,0,48,0.22665544584253586,9,9,mlp,imitation,residual,hard,3
mlp_rl_finetune_pure,labyrinth_maze,2026341300234,0,1,5,1.6000000000000005,-0.1229339425910635,3,0,120,0.3200000000000003,5,5,mlp,rl_finetune,pure,hard,3
mlp_rl_finetune_residual,labyrinth_maze,2026341300234,0,1,37,11.840000000000005,-0.017090867888088,9,0,120,0.21389182839336787,6,6,mlp,rl_finetune,residual,hard,3
cfc_random_residual,labyrinth_maze,2026341300234,0,1,33,10.560000000000004,-0.0089844372792654,6,0,120,0.19121281281033767,2,1,cfc,random,residual,hard,3
ltc_random_residual,labyrinth_maze,2026341300234,0,1,45,14.4,-0.05069485109866201,6,0,120,0.13395004060751936,9,9,ltc,random,residual,hard,3
fixed_policy,labyrinth_maze,2026341300347,0,1,54,17.280000000000005,-0.1458193955136895,8,0,120,0.07628169458313987,0,0,fixed,fixed,baseline,hard,3
cfc_imitation_pure,labyrinth_maze,2026341300347,0,1,8,2.5600000000000005,-0.21208507104778856,2,0,120,0.2409836331843782,6,3,cfc,imitation,pure,hard,3
cfc_imitation_residual,labyrinth_maze,2026341300347,0,1,54,17.28,-0.039804562198436255,8,0,120,0.14579849246403456,8,8,cfc,imitation,residual,hard,3
cfc_rl_finetune_pure,labyrinth_maze,2026341300347,0,1,8,2.5600000000000005,-0.21208507104778856,2,0,120,0.2409836331843782,6,3,cfc,rl_finetune,pure,hard,3
cfc_rl_finetune_residual,labyrinth_maze,2026341300347,0,1,41,13.120000000000001,-0.0672538996098162,3,0,120,0.15064278954360555,7,6,cfc,rl_finetune,residual,hard,3
ltc_imitation_pure,labyrinth_maze,2026341300347,0,1,4,1.2800000000000002,-0.20600403222991387,2,0,120,0.20366845246559384,4,2,ltc,imitation,pure,hard,3
ltc_imitation_residual,labyrinth_maze,2026341300347,0,1,39,12.480000000000002,-0.095157013288031,8,0,120,0.20361615652964588,6,6,ltc,imitation,residual,hard,3
ltc_rl_finetune_pure,labyrinth_maze,2026341300347,0,1,4,1.2800000000000002,-0.20600403222991387,2,0,120,0.20366845246559384,4,2,ltc,rl_finetune,pure,hard,3
ltc_rl_finetune_residual,labyrinth_maze,2026341300347,0,1,39,12.480000000000002,-0.095157013288031,8,0,120,0.20361615652964588,6,6,ltc,rl_finetune,residual,hard,3
mlp_imitation_pure,labyrinth_maze,2026341300347,0,1,7,2.24,-0.018086969829086086,4,0,120,0.29221244329140256,7,7,mlp,imitation,pure,hard,3
mlp_imitation_residual,labyrinth_maze,2026341300347,0,1,39,12.48,-0.2538726846029883,6,0,120,0.20635678836176163,16,15,mlp,imitation,residual,hard,3
mlp_rl_finetune_pure,labyrinth_maze,2026341300347,0,1,5,1.5999999999999996,-0.0975828021030764,3,0,120,0.31999999999999995,5,5,mlp,rl_finetune,pure,hard,3
mlp_rl_finetune_residual,labyrinth_maze,2026341300347,0,1,39,12.480000000000002,-0.15203216090401556,8,0,120,0.20583233547674568,16,15,mlp,rl_finetune,residual,hard,3
cfc_random_residual,labyrinth_maze,2026341300347,1,0,49,15.680000000000005,0.19077941236284796,7,0,49,0.21778429820483788,3,2,cfc,random,residual,hard,3
ltc_random_residual,labyrinth_maze,2026341300347,0,1,48,15.359999999999994,-0.12654189256748993,7,0,120,0.1661552538225384,13,10,ltc,random,residual,hard,3
fixed_policy,labyrinth_maze,2026341300460,1,0,56,17.92000000000001,0.11038131707081228,15,0,56,0.1911497762108176,0,0,fixed,fixed,baseline,hard,3
cfc_imitation_pure,labyrinth_maze,2026341300460,0,1,8,2.5599999999999996,-0.2288269434105884,2,0,120,0.24098352589604444,5,2,cfc,imitation,pure,hard,3
cfc_imitation_residual,labyrinth_maze,2026341300460,1,0,48,15.360000000000001,0.07900740852219984,16,0,48,0.22161039333131463,11,10,cfc,imitation,residual,hard,3
cfc_rl_finetune_pure,labyrinth_maze,2026341300460,0,1,8,2.5599999999999996,-0.2288269434105884,2,0,120,0.24098352589604444,5,2,cfc,rl_finetune,pure,hard,3
cfc_rl_finetune_residual,labyrinth_maze,2026341300460,1,0,49,15.680000000000003,0.12568290500794327,12,0,49,0.21794284812207132,9,8,cfc,rl_finetune,residual,hard,3
ltc_imitation_pure,labyrinth_maze,2026341300460,0,1,4,1.2800000000000002,-0.22589167079728092,2,0,120,0.20366625972621577,4,2,ltc,imitation,pure,hard,3
ltc_imitation_residual,labyrinth_maze,2026341300460,1,0,69,22.080000000000013,0.07339164016511207,14,0,69,0.15461781825986134,10,10,ltc,imitation,residual,hard,3
ltc_rl_finetune_pure,labyrinth_maze,2026341300460,0,1,4,1.2800000000000002,-0.22589167079728092,2,0,120,0.20366625972621577,4,2,ltc,rl_finetune,pure,hard,3
ltc_rl_finetune_residual,labyrinth_maze,2026341300460,1,0,69,22.080000000000013,0.07339164016511207,14,0,69,0.15461781825986134,10,10,ltc,rl_finetune,residual,hard,3
mlp_imitation_pure,labyrinth_maze,2026341300460,0,1,29,9.28,-0.039498516568100606,2,0,120,0.09251225278301621,24,19,mlp,imitation,pure,hard,3
mlp_imitation_residual,labyrinth_maze,2026341300460,0,1,31,9.920000000000002,-0.034628171221248116,4,0,120,0.1951236218174859,8,8,mlp,imitation,residual,hard,3
mlp_rl_finetune_pure,labyrinth_maze,2026341300460,0,1,5,1.5999999999999996,-0.11586715330053426,3,0,120,0.31999999999999995,5,5,mlp,rl_finetune,pure,hard,3
mlp_rl_finetune_residual,labyrinth_maze,2026341300460,0,1,31,9.920000000000002,-0.034628171221248116,4,0,120,0.1951236218174859,8,8,mlp,rl_finetune,residual,hard,3
cfc_random_residual,labyrinth_maze,2026341300460,0,1,71,22.720000000000013,-0.0346835958179898,15,0,120,0.08456215170464883,9,9,cfc,random,residual,hard,3
ltc_random_residual,labyrinth_maze,2026341300460,0,1,52,16.64,-0.023743822038653106,13,0,120,0.181458243677954,12,10,ltc,random,residual,hard,3
fixed_policy,labyrinth_maze,2026341300573,0,1,39,12.480000000000004,-0.12162134128292895,8,0,120,0.2018389266475082,0,0,fixed,fixed,baseline,hard,3
cfc_imitation_pure,labyrinth_maze,2026341300573,0,1,7,2.2399999999999998,-0.03635079975908023,2,0,120,0.24832224580583276,5,4,cfc,imitation,pure,hard,3
cfc_imitation_residual,labyrinth_maze,2026341300573,0,1,39,12.480000000000004,-0.08164497473155596,9,0,120,0.2019919079673727,6,5,cfc,imitation,residual,hard,3
cfc_rl_finetune_pure,labyrinth_maze,2026341300573,0,1,7,2.2399999999999998,-0.03635079975908023,2,0,120,0.24832224580583276,5,4,cfc,rl_finetune,pure,hard,3
cfc_rl_finetune_residual,labyrinth_maze,2026341300573,0,1,39,12.480000000000004,-0.08795825490243031,8,0,120,0.19971151090979503,5,5,cfc,rl_finetune,residual,hard,3
ltc_imitation_pure,labyrinth_maze,2026341300573,0,1,3,0.96,-0.033152022397890835,2,0,120,0.24555364435963808,3,1,ltc,imitation,pure,hard,3
ltc_imitation_residual,labyrinth_maze,2026341300573,0,1,32,10.239999999999998,-0.17440001492259333,4,0,120,0.19597186485698587,6,6,ltc,imitation,residual,hard,3
ltc_rl_finetune_pure,labyrinth_maze,2026341300573,0,1,3,0.96,-0.033152022397890835,2,0,120,0.24555364435963808,3,1,ltc,rl_finetune,pure,hard,3
ltc_rl_finetune_residual,labyrinth_maze,2026341300573,0,1,39,12.480000000000004,-0.03276190186533101,9,0,120,0.19848431857691196,8,8,ltc,rl_finetune,residual,hard,3
mlp_imitation_pure,labyrinth_maze,2026341300573,0,1,6,1.9200000000000002,-0.07516039519366874,4,0,120,0.304703810413739,6,6,mlp,imitation,pure,hard,3
mlp_imitation_residual,labyrinth_maze,2026341300573,0,1,37,11.840000000000002,-0.06368629772364637,8,0,120,0.21054470831264918,11,10,mlp,imitation,residual,hard,3
mlp_rl_finetune_pure,labyrinth_maze,2026341300573,0,1,4,1.2799999999999996,-0.08595621887629246,2,0,120,0.31999999999999984,4,4,mlp,rl_finetune,pure,hard,3
mlp_rl_finetune_residual,labyrinth_maze,2026341300573,0,1,38,12.16,-0.05042516200693131,7,0,120,0.20753268325945873,15,14,mlp,rl_finetune,residual,hard,3
cfc_random_residual,labyrinth_maze,2026341300573,0,1,41,13.120000000000005,-0.008111965536649557,10,0,120,0.2017500460190648,3,2,cfc,random,residual,hard,3
ltc_random_residual,labyrinth_maze,2026341300573,0,1,39,12.480000000000004,-0.29938730516281564,8,0,120,0.20510785657450736,9,8,ltc,random,residual,hard,3
fixed_policy,labyrinth_maze,2026341300686,0,1,33,10.56,-0.1801497215137997,4,0,120,0.1867225207076889,0,0,fixed,fixed,baseline,hard,3
cfc_imitation_pure,labyrinth_maze,2026341300686,0,1,7,2.2399999999999998,-0.0555326346470193,2,0,120,0.24833044586173056,5,3,cfc,imitation,pure,hard,3
cfc_imitation_residual,labyrinth_maze,2026341300686,0,1,31,9.920000000000002,-0.10972693209795259,5,0,120,0.1959003580270383,9,9,cfc,imitation,residual,hard,3
cfc_rl_finetune_pure,labyrinth_maze,2026341300686,0,1,7,2.2399999999999998,-0.0555326346470193,2,0,120,0.24833044586173056,5,3,cfc,rl_finetune,pure,hard,3
cfc_rl_finetune_residual,labyrinth_maze,2026341300686,0,1,32,10.240000000000002,-0.02416711772427671,3,0,120,0.1877447346347224,4,4,cfc,rl_finetune,residual,hard,3
ltc_imitation_pure,labyrinth_maze,2026341300686,0,1,3,0.9599999999999997,-0.04504146275714904,2,0,120,0.27032406356338495,3,2,ltc,imitation,pure,hard,3
ltc_imitation_residual,labyrinth_maze,2026341300686,1,0,47,15.040000000000006,0.07125848015929254,13,0,47,0.22561501954048405,4,4,ltc,imitation,residual,hard,3
ltc_rl_finetune_pure,labyrinth_maze,2026341300686,0,1,3,0.9599999999999999,-0.07495552828705665,2,0,120,0.24557201124508055,3,2,ltc,rl_finetune,pure,hard,3
ltc_rl_finetune_residual,labyrinth_maze,2026341300686,0,1,39,12.480000000000004,-0.10816444536868058,12,0,120,0.20184935255353828,7,7,ltc,rl_finetune,residual,hard,3
mlp_imitation_pure,labyrinth_maze,2026341300686,0,1,9,2.879999999999999,-0.05913939092238513,5,0,120,0.2707848192383609,9,9,mlp,imitation,pure,hard,3
mlp_imitation_residual,labyrinth_maze,2026341300686,0,1,35,11.2,-0.28506672072843897,6,0,120,0.17663443964443562,10,10,mlp,imitation,residual,hard,3
mlp_rl_finetune_pure,labyrinth_maze,2026341300686,0,1,4,1.28,-0.08266321471675508,3,0,120,0.3200000000000003,4,4,mlp,rl_finetune,pure,hard,3
mlp_rl_finetune_residual,labyrinth_maze,2026341300686,0,1,32,10.239999999999998,-0.19330998560429585,4,0,120,0.19325176891753884,9,8,mlp,rl_finetune,residual,hard,3
cfc_random_residual,labyrinth_maze,2026341300686,0,1,36,11.520000000000001,-0.012868987649431063,3,0,120,0.1644416092054028,2,1,cfc,random,residual,hard,3
ltc_random_residual,labyrinth_maze,2026341300686,1,0,53,16.960000000000008,0.03260514885239896,11,0,53,0.2008344456310429,14,13,ltc,random,residual,hard,3
fixed_policy,labyrinth_maze,2026341300799,0,1,41,13.120000000000003,-0.06395190102068676,14,0,120,0.19713246007302757,0,0,fixed,fixed,baseline,hard,3
cfc_imitation_pure,labyrinth_maze,2026341300799,0,1,8,2.5600000000000005,-0.2532919201137676,2,0,120,0.24098618269301708,5,3,cfc,imitation,pure,hard,3
cfc_imitation_residual,labyrinth_maze,2026341300799,1,0,53,16.960000000000008,0.06713950817564024,18,0,53,0.20358675883667943,8,8,cfc,imitation,residual,hard,3
cfc_rl_finetune_pure,labyrinth_maze,2026341300799,0,1,8,2.5600000000000005,-0.2532919201137676,2,0,120,0.24098618269301708,5,3,cfc,rl_finetune,pure,hard,3
cfc_rl_finetune_residual,labyrinth_maze,2026341300799,1,0,53,16.960000000000008,0.06713950817564024,18,0,53,0.20358675883667943,8,8,cfc,rl_finetune,residual,hard,3
ltc_imitation_pure,labyrinth_maze,2026341300799,0,1,4,1.2800000000000002,-0.27709886578486465,3,0,120,0.2037205984435766,4,1,ltc,imitation,pure,hard,3
ltc_imitation_residual,labyrinth_maze,2026341300799,0,1,34,10.88,-0.0463382473088122,10,0,120,0.1885074510483767,5,5,ltc,imitation,residual,hard,3
ltc_rl_finetune_pure,labyrinth_maze,2026341300799,0,1,4,1.2800000000000002,-0.27709886578486465,3,0,120,0.2037205984435766,4,1,ltc,rl_finetune,pure,hard,3
ltc_rl_finetune_residual,labyrinth_maze,2026341300799,0,1,34,10.88,-0.0463382473088122,10,0,120,0.1885074510483767,5,5,ltc,rl_finetune,residual,hard,3
mlp_imitation_pure,labyrinth_maze,2026341300799,0,1,5,1.6,-0.08114307660204528,3,0,120,0.3167644899031291,5,5,mlp,imitation,pure,hard,3
mlp_imitation_residual,labyrinth_maze,2026341300799,1,0,50,16.000000000000007,0.09346807192781598,11,0,50,0.21429160661225313,14,9,mlp,imitation,residual,hard,3
mlp_rl_finetune_pure,labyrinth_maze,2026341300799,0,1,5,1.6,-0.08114307660204528,3,0,120,0.3167644899031291,5,5,mlp,rl_finetune,pure,hard,3
mlp_rl_finetune_residual,labyrinth_maze,2026341300799,1,0,48,15.360000000000007,0.07925290553360947,11,0,48,0.22145710099897933,16,15,mlp,rl_finetune,residual,hard,3
cfc_random_residual,labyrinth_maze,2026341300799,0,1,41,13.12,-0.05445753676606507,5,0,120,0.20142638098716348,1,1,cfc,random,residual,hard,3
ltc_random_residual,labyrinth_maze,2026341300799,1,0,58,18.56000000000001,0.03335050004999068,11,0,58,0.18627425858672347,12,11,ltc,random,residual,hard,3
fixed_policy,train_like,2026441300000,0,0,120,38.40000000000002,0.5074284222825893,0,0,120,0.042015604501315966,0,0,fixed,fixed,baseline,default,4
cfc_imitation_pure,train_like,2026441300000,0,1,31,9.920000000000003,-0.04570009742718667,4,0,120,0.24273362154767272,17,11,cfc,imitation,pure,default,4
cfc_imitation_residual,train_like,2026441300000,1,0,111,35.52000000000002,0.2965235976327209,3,0,111,0.09644684113512059,29,25,cfc,imitation,residual,default,4
cfc_rl_finetune_pure,train_like,2026441300000,0,1,31,9.920000000000003,-0.04570009742718667,4,0,120,0.24273362154767272,17,11,cfc,rl_finetune,pure,default,4
cfc_rl_finetune_residual,train_like,2026441300000,1,0,97,31.040000000000013,0.42209599501291056,0,0,97,0.10872504555713275,24,23,cfc,rl_finetune,residual,default,4
ltc_imitation_pure,train_like,2026441300000,0,1,7,2.2400000000000007,-0.012265091961673413,2,0,120,0.32,7,7,ltc,imitation,pure,default,4
ltc_imitation_residual,train_like,2026441300000,1,0,84,26.88000000000002,0.23835766086197474,3,0,84,0.12796688472786727,28,27,ltc,imitation,residual,default,4
ltc_rl_finetune_pure,train_like,2026441300000,0,1,7,2.2400000000000007,-0.012265091961673413,2,0,120,0.32,7,7,ltc,rl_finetune,pure,default,4
ltc_rl_finetune_residual,train_like,2026441300000,0,0,120,38.40000000000003,0.23835766086197474,3,0,120,0.0566059549486445,33,33,ltc,rl_finetune,residual,default,4
mlp_imitation_pure,train_like,2026441300000,0,1,16,5.120000000000001,-0.10677854136234413,9,0,120,0.10990233508394587,16,1,mlp,imitation,pure,default,4
mlp_imitation_residual,train_like,2026441300000,1,0,41,13.120000000000006,0.408487301222806,0,0,41,0.26063018187308085,12,11,mlp,imitation,residual,default,4
mlp_rl_finetune_pure,train_like,2026441300000,0,1,9,2.8799999999999994,-0.14551539425173007,3,0,120,0.08405778895082526,9,1,mlp,rl_finetune,pure,default,4
mlp_rl_finetune_residual,train_like,2026441300000,1,0,49,15.680000000000007,0.19328125400313234,3,0,49,0.2154971045591251,22,17,mlp,rl_finetune,residual,default,4
cfc_random_residual,train_like,2026441300000,0,0,120,38.40000000000003,0.5974026236939405,0,0,120,0.039573119764590166,23,20,cfc,random,residual,default,4
ltc_random_residual,train_like,2026441300000,1,0,43,13.759999999999998,0.6356365506506321,0,0,43,0.24828371879034886,16,14,ltc,random,residual,default,4
fixed_policy,train_like,2026441300113,1,0,40,12.800000000000008,0.28903106521952615,3,0,40,0.263591402997429,0,0,fixed,fixed,baseline,default,4
cfc_imitation_pure,train_like,2026441300113,0,1,31,9.920000000000003,-0.10069614039559865,4,0,120,0.24115134455402334,18,13,cfc,imitation,pure,default,4
cfc_imitation_residual,train_like,2026441300113,1,0,42,13.440000000000008,0.3502578834003,0,0,42,0.24952961430893789,15,14,cfc,imitation,residual,default,4
cfc_rl_finetune_pure,train_like,2026441300113,0,1,31,9.920000000000003,-0.10069614039559865,4,0,120,0.24115134455402334,18,13,cfc,rl_finetune,pure,default,4
cfc_rl_finetune_residual,train_like,2026441300113,1,0,42,13.440000000000008,0.3502578834003,0,0,42,0.24952961430893789,15,14,cfc,rl_finetune,residual,default,4
ltc_imitation_pure,train_like,2026441300113,0,1,7,2.2400000000000007,-0.10018354750673603,2,0,120,0.32,7,7,ltc,imitation,pure,default,4
ltc_imitation_residual,train_like,2026441300113,1,0,100,32.00000000000002,0.12436629345471628,5,0,100,0.1044540350010116,35,31,ltc,imitation,residual,default,4
ltc_rl_finetune_pure,train_like,2026441300113,0,1,7,2.2400000000000007,-0.10018354750673603,2,0,120,0.32,7,7,ltc,rl_finetune,pure,default,4
ltc_rl_finetune_residual,train_like,2026441300113,1,0,98,31.36000000000002,0.3158362642423377,1,0,98,0.10644355284798909,38,32,ltc,rl_finetune,residual,default,4
mlp_imitation_pure,train_like,2026441300113,0,1,16,5.119999999999999,-0.05094993009376217,9,0,120,0.10934296614789984,15,0,mlp,imitation,pure,default,4
mlp_imitation_residual,train_like,2026441300113,1,0,42,13.44,0.2885758710691996,2,0,42,0.25411536833765275,16,15,mlp,imitation,residual,default,4
mlp_rl_finetune_pure,train_like,2026441300113,0,1,10,3.2,-0.05847606623886134,3,0,120,0.09697039420911739,9,0,mlp,rl_finetune,pure,default,4
mlp_rl_finetune_residual,train_like,2026441300113,1,0,39,12.480000000000006,0.45423167369812684,0,0,39,0.2742434799722755,18,15,mlp,rl_finetune,residual,default,4
cfc_random_residual,train_like,2026441300113,1,0,42,13.439999999999998,0.32029676243414656,1,0,42,0.24773082647323227,9,9,cfc,random,residual,default,4
ltc_random_residual,train_like,2026441300113,1,0,60,19.20000000000001,0.34561813335922426,1,0,60,0.1765081917214469,19,18,ltc,random,residual,default,4
fixed_policy,train_like,2026441300226,1,0,83,26.560000000000013,0.4138938166716443,0,0,83,0.128351132755288,0,0,fixed,fixed,baseline,default,4
cfc_imitation_pure,train_like,2026441300226,0,1,31,9.920000000000005,-0.04580141072211347,4,0,120,0.24268085002601336,18,13,cfc,imitation,pure,default,4
cfc_imitation_residual,train_like,2026441300226,1,0,50,16.00000000000001,0.4165153749783718,0,0,50,0.21001037916701318,16,15,cfc,imitation,residual,default,4
cfc_rl_finetune_pure,train_like,2026441300226,0,1,31,9.920000000000005,-0.04580141072211347,4,0,120,0.24268085002601336,18,13,cfc,rl_finetune,pure,default,4
cfc_rl_finetune_residual,train_like,2026441300226,1,0,49,15.680000000000009,0.4165153749783718,0,0,49,0.21752463668753622,13,12,cfc,rl_finetune,residual,default,4
ltc_imitation_pure,train_like,2026441300226,0,1,7,2.24,-0.01602414289481341,2,0,120,0.32,7,7,ltc,imitation,pure,default,4
ltc_imitation_residual,train_like,2026441300226,1,0,40,12.800000000000008,0.605414368702244,0,0,40,0.2657514562299303,13,13,ltc,imitation,residual,default,4
ltc_rl_finetune_pure,train_like,2026441300226,0,1,7,2.24,-0.01602414289481341,2,0,120,0.32,7,7,ltc,rl_finetune,pure,default,4
ltc_rl_finetune_residual,train_like,2026441300226,1,0,40,12.800000000000008,0.605414368702244,0,0,40,0.2657514562299303,13,13,ltc,rl_finetune,residual,default,4
mlp_imitation_pure,train_like,2026441300226,0,1,16,5.119999999999999,-0.10643539815953959,9,0,120,0.10988351138202224,15,0,mlp,imitation,pure,default,4
mlp_imitation_residual,train_like,2026441300226,1,0,91,29.12000000000002,0.36733675048550735,0,0,91,0.11729178718616447,37,29,mlp,imitation,residual,default,4
mlp_rl_finetune_pure,train_like,2026441300226,0,1,9,2.879999999999999,-0.1466017827180589,3,0,120,0.08404848893897841,8,0,mlp,rl_finetune,pure,default,4
mlp_rl_finetune_residual,train_like,2026441300226,1,0,42,13.440000000000001,0.40891437948999315,0,0,42,0.2561266034091374,16,11,mlp,rl_finetune,residual,default,4
cfc_random_residual,train_like,2026441300226,1,0,44,14.080000000000002,0.2687782073199193,1,0,44,0.24038583432472216,11,8,cfc,random,residual,default,4
ltc_random_residual,train_like,2026441300226,1,0,85,27.20000000000002,0.3087474533558436,1,0,85,0.12465409942707513,17,12,ltc,random,residual,default,4
fixed_policy,train_like,2026441300339,0,0,120,38.40000000000003,0.4248860868874284,0,0,120,0.055793045248729814,0,0,fixed,fixed,baseline,default,4
cfc_imitation_pure,train_like,2026441300339,0,1,31,9.920000000000003,-0.12466362473972153,2,0,120,0.24162293367047394,19,12,cfc,imitation,pure,default,4
cfc_imitation_residual,train_like,2026441300339,1,0,119,38.08000000000002,0.167884380548732,2,0,119,0.08856948296677658,33,28,cfc,imitation,residual,default,4
cfc_rl_finetune_pure,train_like,2026441300339,0,1,31,9.920000000000003,-0.12466362473972153,2,0,120,0.24162293367047394,19,12,cfc,rl_finetune,pure,default,4
cfc_rl_finetune_residual,train_like,2026441300339,0,0,120,38.40000000000002,0.167884380548732,2,0,120,0.03467321086180122,32,27,cfc,rl_finetune,residual,default,4
ltc_imitation_pure,train_like,2026441300339,0,1,7,2.2400000000000007,-0.04860315891163297,2,0,120,0.32,7,7,ltc,imitation,pure,default,4
ltc_imitation_residual,train_like,2026441300339,1,0,110,35.200000000000024,0.37127880162859767,0,0,110,0.09668223126914573,40,29,ltc,imitation,residual,default,4
ltc_rl_finetune_pure,train_like,2026441300339,0,1,7,2.2400000000000007,-0.04860315891163297,2,0,120,0.32,7,7,ltc,rl_finetune,pure,default,4
ltc_rl_finetune_residual,train_like,2026441300339,1,0,110,35.200000000000024,0.37127880162859767,0,0,110,0.09668223126914573,40,29,ltc,rl_finetune,residual,default,4
mlp_imitation_pure,train_like,2026441300339,0,1,16,5.120000000000002,-0.03155421400454553,8,0,120,0.10950861051681138,15,0,mlp,imitation,pure,default,4
mlp_imitation_residual,train_like,2026441300339,1,0,38,12.160000000000002,0.5481146294468775,0,0,38,0.27615315482225317,15,13,mlp,imitation,residual,default,4
mlp_rl_finetune_pure,train_like,2026441300339,0,1,9,2.880000000000001,-0.044419289928310235,3,0,120,0.08386333938475193,8,0,mlp,rl_finetune,pure,default,4
mlp_rl_finetune_residual,train_like,2026441300339,1,0,97,31.040000000000017,0.15951665939343979,6,0,97,0.10773899956206716,61,49,mlp,rl_finetune,residual,default,4
cfc_random_residual,train_like,2026441300339,0,0,120,38.40000000000002,0.6208122769508777,0,0,120,0.08481172790849663,24,19,cfc,random,residual,default,4
ltc_random_residual,train_like,2026441300339,1,0,42,13.44,0.4248860868874284,0,0,42,0.2553824159977061,9,5,ltc,random,residual,default,4
fixed_policy,train_like,2026441300452,0,0,120,38.40000000000002,0.33551700852415717,1,0,120,0.0775315260719987,0,0,fixed,fixed,baseline,default,4
cfc_imitation_pure,train_like,2026441300452,0,1,31,9.920000000000003,-0.09383477060729312,4,0,120,0.24161412142213204,18,13,cfc,imitation,pure,default,4
cfc_imitation_residual,train_like,2026441300452,1,0,50,16.000000000000007,0.38750359831814446,0,0,50,0.21308824678673408,18,18,cfc,imitation,residual,default,4
cfc_rl_finetune_pure,train_like,2026441300452,0,1,31,9.920000000000003,-0.09383477060729312,4,0,120,0.24161412142213204,18,13,cfc,rl_finetune,pure,default,4
cfc_rl_finetune_residual,train_like,2026441300452,1,0,51,16.320000000000007,0.38750359831814446,0,0,51,0.20836240453128618,16,15,cfc,rl_finetune,residual,default,4
ltc_imitation_pure,train_like,2026441300452,0,1,7,2.2400000000000007,-0.07037442167804103,2,0,120,0.32,7,7,ltc,imitation,pure,default,4
